quality,year,area,rooms,fireplaces,price
6,1930,813,5,0,110.0
4,1900,1951,9,0,111.5
6,1924,1032,5,0,108.0
5,1925,844,5,0,111.5
5,1880,1750,8,0,124.0
4,1950,864,5,0,105.0
6,1920,1118,6,0,116.0
3,1905,1376,7,0,96.9
5,1955,960,5,0,135.5
5,1924,1566,7,0,139.0
3,1921,492,3,0,61.5
6,1945,1182,5,0,120.0
3,1955,1163,6,0,126.175
3,1920,840,5,0,64.0
6,1910,1928,9,0,137.0
4,1900,1774,8,0,87.0
7,1914,1768,6,2,163.0
7,1910,2104,9,0,155.0
5,1900,1440,6,0,79.0
7,1916,1690,7,1,144.0
6,1910,1368,7,0,114.504
7,1920,1762,8,0,157.0
6,1923,1200,7,0,125.0
10,1892,3608,12,2,475.0
5,1920,1248,8,0,93.5
5,1958,960,5,0,125.0
3,1918,1020,5,0,64.5
4,1941,788,4,2,100.0
6,1939,1577,6,1,140.2
6,1924,1827,9,1,202.5
6,1947,1664,7,2,159.0
5,1939,1118,5,1,119.9
6,1934,1176,6,1,114.5
5,1936,1344,7,0,115.0
3,1930,1162,6,0,75.0
5,1925,1015,6,0,88.0
4,1947,912,3,0,80.5
5,1928,1576,8,1,149.0
5,1930,1324,7,0,110.0
6,1925,1103,5,1,110.5
5,1921,616,4,0,89.0
5,1922,1048,5,1,113.0
5,1925,816,4,0,109.0
6,1962,2486,8,1,220.0
4,1970,960,6,0,129.0
6,1910,1635,5,0,117.0
4,1941,693,4,0,52.5
4,1924,1430,7,0,107.0
5,1910,1330,7,0,116.5
5,1919,819,4,0,72.0
6,1937,1376,7,1,119.5
5,1938,1360,6,0,125.5
3,1922,1077,6,1,91.0
6,1935,754,5,0,84.5
6,1930,984,6,0,90.0
5,1951,1422,7,1,137.5
6,1964,1921,8,0,150.0
5,1950,1640,7,1,131.0
5,1958,1352,6,0,130.0
5,1935,1032,6,1,125.0
5,1936,879,4,0,80.0
7,2004,1073,4,0,157.0
4,1963,1382,6,1,148.0
4,1967,1296,6,0,90.0
6,1963,1068,6,0,154.5
5,1967,1064,6,1,153.6
5,1966,1320,6,2,164.5
6,1964,934,4,0,132.0
5,1966,1059,6,0,142.5
5,1968,1159,7,1,158.0
6,1978,1400,6,1,149.5
5,1967,1458,7,1,165.0
5,1968,1721,7,1,180.0
6,1978,1040,6,1,160.5
5,1977,1967,10,0,156.5
5,1977,1949,10,0,157.0
5,1958,1920,8,1,172.5
5,1957,1803,8,1,155.0
5,1955,1779,6,1,170.0
5,1924,872,5,1,105.0
4,1965,960,3,0,145.0
5,1956,1437,6,1,168.0
7,1967,1830,6,2,278.0
5,1963,1000,4,2,164.0
7,1953,2287,7,1,225.0
5,1971,810,4,0,130.0
5,1974,894,5,1,142.5
7,1980,1700,7,0,148.4
7,1986,1453,6,1,190.0
4,1954,1350,6,1,146.0
5,1942,1150,6,2,128.0
5,1948,2008,8,0,225.0
6,1966,2201,8,1,274.97
6,1928,2009,8,2,235.0
6,1935,3672,7,2,415.0
5,1962,1560,6,1,182.0
5,1952,1488,7,1,135.0
5,1955,1057,6,0,137.0
6,1954,1855,7,0,136.9
6,1953,1609,7,0,149.9
5,1952,1148,6,0,123.5
5,1954,1124,5,1,93.0
5,1948,1456,7,1,91.5
6,1985,1298,5,1,180.0
6,1989,2559,9,1,209.0
8,1993,1911,8,1,215.0
6,1993,1440,8,0,224.5
7,2005,1876,7,0,229.8
7,2005,1208,6,0,183.6
7,2006,1220,6,0,194.0
7,2006,1294,6,1,193.879
7,2005,1614,7,0,221.5
7,2006,1498,5,0,204.9
7,2006,1962,7,0,239.799
6,2006,1846,7,1,233.555
7,2005,1734,7,0,260.0
8,2005,1590,6,0,294.9
7,2005,1809,8,0,209.7
7,2005,1614,7,1,225.0
7,2005,1596,6,0,181.0
8,1992,1915,8,1,220.0
5,1964,1582,7,0,190.0
6,1969,988,4,2,180.0
7,1975,1533,5,2,280.0
6,1968,1388,6,1,158.9
5,1996,914,5,0,148.0
5,1996,1100,5,0,145.0
6,1995,1499,6,1,187.0
7,1998,1425,5,0,193.0
5,1995,990,5,0,156.0
7,2000,1525,6,0,235.0
6,1997,1494,6,0,217.0
7,1999,1588,6,0,214.0
7,1999,1749,7,0,196.0
7,1999,1779,7,1,217.0
7,2002,1861,8,0,200.0
7,2002,1776,7,1,192.5
7,2001,1541,6,1,205.0
5,1976,954,6,0,132.5
6,1977,1388,6,0,157.5
6,1978,1282,6,0,174.0
5,1969,971,5,1,128.5
5,1972,864,5,0,128.5
5,1972,894,5,0,149.9
5,1972,864,5,0,119.9
6,1993,1320,5,0,137.0
8,2002,1989,7,1,255.0
7,2002,1762,6,0,222.0
6,1999,1755,7,1,214.0
8,2002,1358,5,1,220.0
8,2001,1787,7,1,275.0
7,2002,1909,8,0,197.0
7,2002,1654,6,0,230.0
8,1999,2214,8,1,268.5
7,1996,2049,9,1,210.9
7,1998,1939,8,1,227.0
7,1995,1995,8,1,237.0
7,1998,2097,8,1,274.3
7,2004,1836,8,1,216.837
6,2003,848,4,0,133.0
6,2004,848,3,1,155.9
8,2006,1919,8,1,233.23
7,2003,1390,7,0,207.0
7,2004,1948,8,1,195.0
6,2003,1700,7,0,200.0
7,2006,1737,7,0,203.16
7,2005,1611,6,0,195.8
7,2005,1552,7,0,212.9
7,2004,1720,7,0,196.5
7,2005,1336,6,0,198.0
6,2005,1500,6,0,173.9
6,2005,1456,8,1,163.99
7,2005,1310,6,1,164.99
4,1910,1436,6,0,98.0
5,1959,1466,6,2,149.9
4,1951,1220,6,0,102.0
6,1975,1012,4,0,127.5
6,1975,980,4,0,127.5
5,1969,1176,5,0,119.9
7,2003,1724,8,1,196.5
6,2002,914,4,0,117.25
7,2003,2314,9,1,229.0
5,2005,1072,5,0,145.0
6,2005,1072,5,0,140.0
6,2005,1072,5,0,142.5
7,2004,1709,7,0,134.0
7,2004,1709,7,0,130.0
6,2004,1709,7,0,130.0
7,2004,1709,7,0,137.5
7,2004,1708,7,0,130.0
4,1948,936,5,0,97.9
6,1915,1338,7,0,92.0
4,1924,1669,9,0,107.0
5,1910,1184,8,0,81.0
5,1924,1221,7,0,104.9
5,1955,864,5,0,115.0
4,1954,1482,6,1,125.0
5,1918,1250,7,0,116.0
4,1922,1414,8,1,83.0
4,1912,2230,10,0,118.5
2,1922,498,3,0,35.0
4,1910,1273,5,0,121.0
5,1916,1928,10,0,160.0
6,1940,1595,6,2,140.0
5,1938,1551,6,0,137.0
6,1945,1340,6,0,128.0
7,1926,1479,6,2,160.0
5,1914,1784,9,0,138.887
6,1920,1510,6,0,149.0
5,1926,1522,7,0,102.0
7,1919,1636,7,1,167.0
7,1920,1802,9,1,200.1
5,1939,1465,6,2,131.0
5,1941,1288,6,0,112.0
7,1915,1717,7,1,140.0
6,1920,1550,7,1,195.0
8,1929,1517,7,2,230.0
5,1940,1717,7,1,194.0
4,1922,1180,5,1,137.5
7,1936,2057,6,1,250.0
7,1929,1671,7,1,218.0
6,1932,2345,9,1,239.0
7,1932,1609,8,2,199.5
6,1930,1801,8,1,210.0
6,1956,1811,6,1,230.0
5,1977,1647,7,1,217.5
5,1950,2315,9,3,257.0
5,1953,1336,5,2,157.0
6,1969,1844,7,1,223.0
5,1942,976,5,0,102.0
6,1926,1285,6,0,145.4
4,1925,672,4,0,72.0
4,1925,641,4,0,85.0
4,1936,951,6,0,106.5
6,1957,1638,6,0,139.0
4,1920,1336,7,0,108.0
3,1945,729,5,0,51.689
2,1949,480,4,0,35.311
5,1951,1396,8,0,115.0
3,1916,936,6,0,78.0
8,2005,1778,5,1,375.0
8,2004,1646,5,1,300.0
6,1979,1625,6,1,242.5
6,1978,1664,10,0,145.0
8,2001,1491,7,0,209.0
6,1977,1004,4,0,135.0
6,1975,1210,6,0,148.0
7,1988,1959,9,0,171.0
7,1989,2519,9,2,335.0
7,1986,1295,5,0,230.0
6,1958,1650,6,2,250.764
8,1981,1707,6,1,228.0
6,1987,1137,5,1,176.0
7,1990,1339,6,1,180.0
7,1990,2514,8,0,250.0
6,2000,1403,5,0,202.0
8,2002,1800,7,1,312.5
8,2005,1960,8,2,320.0
8,2005,2028,7,2,369.9
9,2005,1838,9,1,359.9
1,1951,1600,6,0,81.5
7,1997,1368,8,0,215.0
6,1998,1216,5,0,164.0
6,1998,1337,5,0,153.5
5,2006,1140,6,0,84.5
5,1977,1304,5,1,104.5
5,1977,1475,6,1,127.0
6,1973,2521,10,1,151.4
5,1968,874,5,0,126.5
5,1970,1652,8,0,146.5
4,1970,630,3,0,73.0
4,1972,1092,5,0,79.4
5,1969,1360,8,1,140.0
5,1970,630,3,0,92.0
4,1970,1092,5,0,87.55
4,1970,1092,5,0,79.5
4,1970,1092,5,0,90.5
4,1970,1092,6,0,71.0
6,1976,1728,8,0,150.9
5,1976,1728,8,0,188.0
5,1977,1126,5,1,160.0
5,1960,1224,7,1,131.0
6,1984,1003,6,0,142.5
5,1983,902,5,0,131.0
5,1992,970,6,0,132.0
5,1974,1389,6,1,170.0
7,1993,2000,9,1,188.0
